Disco Messages
Device Address,Device Name,Disco

Parameters
Device Path,Device Name,Node Addr (hex),Node Addr (dec),Object Addr (hex),Object Addr (dec),Parameter Path,Parameter,Command Type,Value,Command
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000145",325,Audio [0x3] : Detroit Master Mixer [0.1.45] : Channel 1,Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x45\x00\x00\x00\x05\x00\x00\xD3\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000145",325,Audio [0x3] : Detroit Master Mixer [0.1.45] : Channel 1,Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x45\x00\x01\x00\x00\x00\x01\xCE\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000145",325,Audio [0x3] : Detroit Master Mixer [0.1.45] : Channel 1,Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x45\x00\x01\x00\x00\x00\x00\xCF\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000145",325,Audio [0x3] : Detroit Master Mixer [0.1.45] : Channel 2,Gain [0x64],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x45\x00\x64\x00\x05\x00\x00\xB7\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000145",325,Audio [0x3] : Detroit Master Mixer [0.1.45] : Channel 2,Mute [0x65],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x45\x00\x65\x00\x00\x00\x01\xAA\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000145",325,Audio [0x3] : Detroit Master Mixer [0.1.45] : Channel 2,Mute [0x65],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x45\x00\x65\x00\x00\x00\x00\xAB\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000149",329,Audio [0x3] : Patio Source Selector [0.1.49],Input Number [0x0],Set,1,\x02\x88\x00\x01\x1B\x83\x00\x01\x49\x00\x00\x00\x00\x00\x01\xC3\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000149",329,Audio [0x3] : Patio Source Selector [0.1.49],Input Number [0x0],Set,2,\x02\x88\x00\x01\x1B\x83\x00\x01\x49\x00\x00\x00\x00\x00\x1B\x82\xC0\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300014A",330,Audio [0x3] : Patio Local Gain [0.1.4A],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x4A\x00\x00\x00\x05\x00\x00\xDC\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300014A",330,Audio [0x3] : Patio Local Gain [0.1.4A],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x4A\x00\x01\x00\x00\x00\x01\xC1\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300014A",330,Audio [0x3] : Patio Local Gain [0.1.4A],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x4A\x00\x01\x00\x00\x00\x00\xC0\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300014D",333,Audio [0x3] : Patio Local Meter [0.1.4D],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x4D\x00\x00\x00\x00\x00\x00\xC7\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300014E",334,Audio [0x3] : Patio Facility Gain [0.1.4E],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x4E\x00\x00\x00\x05\x00\x00\xD8\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300014E",334,Audio [0x3] : Patio Facility Gain [0.1.4E],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x4E\x00\x01\x00\x00\x00\x01\xC5\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300014E",334,Audio [0x3] : Patio Facility Gain [0.1.4E],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x4E\x00\x01\x00\x00\x00\x00\xC4\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000151",337,Audio [0x3] : Patio Facility Meter [0.1.51],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x51\x00\x00\x00\x00\x00\x00\xDB\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000152",338,Audio [0x3] : Patio Sub Gain [0.1.52],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x52\x00\x00\x00\x05\x00\x00\xC4\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000152",338,Audio [0x3] : Patio Sub Gain [0.1.52],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x52\x00\x01\x00\x00\x00\x01\xD9\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000152",338,Audio [0x3] : Patio Sub Gain [0.1.52],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x52\x00\x01\x00\x00\x00\x00\xD8\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000156",342,Audio [0x3] : Patio Main Gain [0.1.56],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x56\x00\x00\x00\x05\x00\x00\xC0\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000156",342,Audio [0x3] : Patio Main Gain [0.1.56],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x56\x00\x01\x00\x00\x00\x00\xDC\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000156",342,Audio [0x3] : Patio Main Gain [0.1.56],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x56\x00\x01\x00\x00\x00\x00\xDC\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000159",345,Audio [0x3] : Lansing Source Selector [0.1.59],Input Number [0x0],Set,1,\x02\x88\x00\x01\x1B\x83\x00\x01\x59\x00\x00\x00\x00\x00\x01\xD3\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000159",345,Audio [0x3] : Lansing Source Selector [0.1.59],Input Number [0x0],Set,2,\x02\x88\x00\x01\x1B\x83\x00\x01\x59\x00\x00\x00\x00\x00\x1B\x82\xD0\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000159",345,Audio [0x3] : Lansing Source Selector [0.1.59],Input Number [0x0],Set,3,\x02\x88\x00\x01\x1B\x83\x00\x01\x59\x00\x00\x00\x00\x00\x1B\x83\xD1\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000159",345,Audio [0x3] : Lansing Source Selector [0.1.59],Input Number [0x0],Set,4,\x02\x88\x00\x01\x1B\x83\x00\x01\x59\x00\x00\x00\x00\x00\x04\xD6\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300015A",346,Audio [0x3] : Birmingham Local Gain [0.1.5A],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x5A\x00\x00\x00\x05\x00\x00\xCC\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300015A",346,Audio [0x3] : Birmingham Local Gain [0.1.5A],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x5A\x00\x01\x00\x00\x00\x01\xD1\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300015A",346,Audio [0x3] : Birmingham Local Gain [0.1.5A],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x5A\x00\x01\x00\x00\x00\x00\xD0\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300015D",349,Audio [0x3] : Birmingham Local Meter [0.1.5D],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x5D\x00\x00\x00\x00\x00\x00\xD7\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300015E",350,Audio [0x3] : Birmingham Grand Rapids Gain [0.1.5E],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x5E\x00\x00\x00\x05\x00\x00\xC8\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300015E",350,Audio [0x3] : Birmingham Grand Rapids Gain [0.1.5E],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x5E\x00\x01\x00\x00\x00\x01\xD5\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300015E",350,Audio [0x3] : Birmingham Grand Rapids Gain [0.1.5E],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x5E\x00\x01\x00\x00\x00\x00\xD4\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000161",353,Audio [0x3] : Birmingham Grand Rapids Meter [0.1.61],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x61\x00\x00\x00\x00\x00\x00\xEB\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000165",357,Audio [0x3] : Birmingham Sub Gain [0.1.65],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x65\x00\x00\x00\x05\x00\x00\xF3\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000165",357,Audio [0x3] : Birmingham Sub Gain [0.1.65],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x65\x00\x01\x00\x00\x00\x01\xEE\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000165",357,Audio [0x3] : Birmingham Sub Gain [0.1.65],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x65\x00\x01\x00\x00\x00\x00\xEF\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000166",358,Audio [0x3] : Birmingham Main Gain [0.1.66],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x66\x00\x00\x00\x05\x00\x00\xF0\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000166",358,Audio [0x3] : Birmingham Main Gain [0.1.66],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x66\x00\x01\x00\x00\x00\x01\xED\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000166",358,Audio [0x3] : Birmingham Main Gain [0.1.66],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x66\x00\x01\x00\x00\x00\x00\xEC\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000169",361,Audio [0x3] : Birmingham Ann Arbor Gain [0.1.69],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x69\x00\x00\x00\x05\x00\x00\xFF\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000169",361,Audio [0x3] : Birmingham Ann Arbor Gain [0.1.69],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x69\x00\x01\x00\x00\x00\x01\xE2\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000169",361,Audio [0x3] : Birmingham Ann Arbor Gain [0.1.69],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x69\x00\x01\x00\x00\x00\x00\xE3\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300016C",364,Audio [0x3] : Birmingham Ann Arbor Meter [0.1.6C],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x6C\x00\x00\x00\x00\x00\x00\xE6\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300016D",365,Audio [0x3] : Birmingham Facility Gain [0.1.6D],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x6D\x00\x00\x00\x05\x00\x00\xFB\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300016D",365,Audio [0x3] : Birmingham Facility Gain [0.1.6D],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x6D\x00\x01\x00\x00\x00\x01\xE6\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300016D",365,Audio [0x3] : Birmingham Facility Gain [0.1.6D],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x6D\x00\x01\x00\x00\x00\x00\xE7\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000170",368,Audio [0x3] : Birmingham Facility Meter [0.1.70],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x70\x00\x00\x00\x00\x00\x00\xFA\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000171",369,Audio [0x3] : Grand Rapids Local Gain [0.1.71],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x71\x00\x00\x00\x05\x00\x00\xE7\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000171",369,Audio [0x3] : Grand Rapids Local Gain [0.1.71],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x71\x00\x01\x00\x00\x00\x01\xFA\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000171",369,Audio [0x3] : Grand Rapids Local Gain [0.1.71],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x71\x00\x01\x00\x00\x00\x00\xFB\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000174",372,Audio [0x3] : Gran Rapids Local Meter [0.1.74],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x74\x00\x00\x00\x00\x00\x00\xFE\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000175",373,Audio [0x3] : Grand Rapids Birmingham Gain [0.1.75],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x75\x00\x00\x00\x05\x00\x00\xE3\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000175",373,Audio [0x3] : Grand Rapids Birmingham Gain [0.1.75],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x75\x00\x01\x00\x00\x00\x01\xFE\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000175",373,Audio [0x3] : Grand Rapids Birmingham Gain [0.1.75],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x75\x00\x01\x00\x00\x00\x00\xFF\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000178",376,Audio [0x3] : Grand Rapids Birmingham Meter [0.1.78],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x78\x00\x00\x00\x00\x00\x00\xF2\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300017C",380,Audio [0x3] : Grand Rapids Sub Gain [0.1.7C],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x7C\x00\x00\x00\x05\x00\x00\xEA\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300017C",380,Audio [0x3] : Grand Rapids Sub Gain [0.1.7C],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x7C\x00\x01\x00\x00\x00\x01\xF7\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300017C",380,Audio [0x3] : Grand Rapids Sub Gain [0.1.7C],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x7C\x00\x01\x00\x00\x00\x00\xF6\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300017D",381,Audio [0x3] : Grand Rapids Main Gain [0.1.7D],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x7D\x00\x00\x00\x05\x00\x00\xEB\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300017D",381,Audio [0x3] : Grand Rapids Main Gain [0.1.7D],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x7D\x00\x01\x00\x00\x00\x01\xF6\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300017D",381,Audio [0x3] : Grand Rapids Main Gain [0.1.7D],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x7D\x00\x01\x00\x00\x00\x00\xF7\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000180",384,Audio [0x3] : Grand Rapids Ann Arbor Gain [0.1.80],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x80\x00\x00\x00\x05\x00\x00\x16\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000180",384,Audio [0x3] : Grand Rapids Ann Arbor Gain [0.1.80],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x80\x00\x01\x00\x00\x00\x01\x0B\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000180",384,Audio [0x3] : Grand Rapids Ann Arbor Gain [0.1.80],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x80\x00\x01\x00\x00\x00\x00\x0A\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000183",387,Audio [0x3] : Grand Rapids Ann Arbor Meter [0.1.83],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x83\x00\x00\x00\x00\x00\x00\x09\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000184",388,Audio [0x3] : Grand Rapids Facility Gain [0.1.84],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x84\x00\x00\x00\x05\x00\x00\x12\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000184",388,Audio [0x3] : Grand Rapids Facility Gain [0.1.84],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x84\x00\x01\x00\x00\x00\x01\x0F\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000184",388,Audio [0x3] : Grand Rapids Facility Gain [0.1.84],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x84\x00\x01\x00\x00\x00\x00\x0E\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000187",391,Audio [0x3] : Grand Rapids Facility Meter [0.1.87],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x87\x00\x00\x00\x00\x00\x00\x0D\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000188",392,Audio [0x3] : Ann Arbor Local Gain [0.1.88],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x88\x00\x00\x00\x05\x00\x00\x1E\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000188",392,Audio [0x3] : Ann Arbor Local Gain [0.1.88],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x88\x00\x01\x00\x00\x00\x01\x1B\x83\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000188",392,Audio [0x3] : Ann Arbor Local Gain [0.1.88],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x88\x00\x01\x00\x00\x00\x00\x1B\x82\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300018B",395,Audio [0x3] : Ann Arbor Local Meter [0.1.8B],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x8B\x00\x00\x00\x00\x00\x00\x01\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300018C",396,Audio [0x3] : Ann Arbor Birmingham Gain [0.1.8C],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x8C\x00\x00\x00\x05\x00\x00\x1A\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300018C",396,Audio [0x3] : Ann Arbor Birmingham Gain [0.1.8C],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x8C\x00\x01\x00\x00\x00\x01\x07\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300018C",396,Audio [0x3] : Ann Arbor Birmingham Gain [0.1.8C],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x8C\x00\x01\x00\x00\x00\x00\x1B\x86\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300018F",399,Audio [0x3] : Ann Arbor Birmingham Meter [0.1.8F],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x8F\x00\x00\x00\x00\x00\x00\x05\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000193",403,Audio [0x3] : Ann Arbor Sub Gain [0.1.93],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x93\x00\x00\x00\x05\x00\x00\x05\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000193",403,Audio [0x3] : Ann Arbor Sub Gain [0.1.93],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x93\x00\x01\x00\x00\x00\x01\x18\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000193",403,Audio [0x3] : Ann Arbor Sub Gain [0.1.93],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x93\x00\x01\x00\x00\x00\x00\x19\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000194",404,Audio [0x3] : Ann Arbor Main Gain [0.1.94],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x94\x00\x00\x00\x05\x00\x00\x1B\x82\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000194",404,Audio [0x3] : Ann Arbor Main Gain [0.1.94],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x94\x00\x01\x00\x00\x00\x01\x1F\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000194",404,Audio [0x3] : Ann Arbor Main Gain [0.1.94],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x94\x00\x01\x00\x00\x00\x00\x1E\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000197",407,Audio [0x3] : Ann Arbor Grand Rapids Gain [0.1.97],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x97\x00\x00\x00\x05\x00\x00\x01\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000197",407,Audio [0x3] : Ann Arbor Grand Rapids Gain [0.1.97],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x97\x00\x01\x00\x00\x00\x01\x1C\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="03000197",407,Audio [0x3] : Ann Arbor Grand Rapids Gain [0.1.97],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x97\x00\x01\x00\x00\x00\x00\x1D\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019A",410,Audio [0x3] : Ann Arbor Grand Rapids Meter [0.1.9A],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x9A\x00\x00\x00\x00\x00\x00\x10\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019B",411,Audio [0x3] : Ann Arbor Facility Gain [0.1.9B],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x9B\x00\x00\x00\x05\x00\x00\x0D\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019B",411,Audio [0x3] : Ann Arbor Facility Gain [0.1.9B],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x9B\x00\x01\x00\x00\x00\x01\x10\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019B",411,Audio [0x3] : Ann Arbor Facility Gain [0.1.9B],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x9B\x00\x01\x00\x00\x00\x00\x11\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019E",414,Audio [0x3] : Ann Arbor Facility Meter [0.1.9E],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\x9E\x00\x00\x00\x00\x00\x00\x14\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019F",415,Audio [0x3] : Lansing Local Gain [0.1.9F],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\x9F\x00\x00\x00\x05\x00\x00\x09\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019F",415,Audio [0x3] : Lansing Local Gain [0.1.9F],Mute [0x1],Set,Muted,\x02\x88\x00\x01\x1B\x83\x00\x01\x9F\x00\x01\x00\x00\x00\x01\x14\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="0300019F",415,Audio [0x3] : Lansing Local Gain [0.1.9F],Mute [0x1],Set,Unmuted,\x02\x88\x00\x01\x1B\x83\x00\x01\x9F\x00\x01\x00\x00\x00\x00\x1B\x95\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="030001A2",418,Audio [0x3] : Lansing Local Meter [0.1.A2],Meter [0x0],Subscribe,0ms,\x02\x89\x00\x01\x1B\x83\x00\x01\xA2\x00\x00\x00\x00\x00\x00\x28\x03
Detroit Ballroom : BLU-806DA-1,BLU-806DA-1,="0001",1,="030001A3",419,Audio [0x3] : Lansing Birmingham Gain [0.1.A3],Gain [0x0],Bump %,5%,\x02\x90\x00\x01\x1B\x83\x00\x01\xA3\x00\x00\x00\x05\x00\x00\x35\x03
